symbol_chr,RAS/CAS|L2FC,RAS/CAS|PValue,RAS/CAS|FDR,RAS/WT-O|L2FC,RAS/WT-O|PValue,RAS/WT-O|FDR,53KO/WT|L2FC,53KO/WT|PValue,53KO/WT|FDR,CAS/WT|L2FC,CAS/WT|Pvalue,CAS/WT|FDR
Stab2_chr10,0.09,0.577835566,0.821992933,0.60,0.02520963,0.121625866,0.649745336,9.67E-05,0.000487268,0.510782185,0.005317449,0.012378795
Stac_chr9,-1.64,9.75E-06,4.33E-05,2.88,0.0451014,0.18743858,2.118636328,0.327397915,0.584118497,4.520326036,1.74E-08,7.78E-08
Stac2_chr11,-2.12,1.5597E-09,1.1290E-08,0.45,0.535069907,0.967642696,1.118446521,0.006419402,0.020830341,2.570513142,8.10E-10,4.05E-09
Stac3_chr10,-0.54,0.406506319,0.639837918,1.63,0.000116847,0.001357765,3.30898617,5.41E-16,1.54E-14,2.174804667,3.60E-06,1.29E-05
Stag1_chr9,-0.26,0.193072003,0.343989064,-0.34,0.182570402,0.502536598,-0.74022325,0.001676142,0.006345258,-0.081856472,0.969973819,1
Stag2_chrX,-0.48,0.032639383,0.073946116,0.23,0.963045259,1,0.505559886,0.740495491,1,0.717904812,0.03711527,0.074058459
Stag3_chr5,-3.93,3.6830E-15,4.8194E-14,4.95,3.44E-13,1.98E-11,2.001714102,1.82E-05,0.000107582,8.886589743,9.86E-36,3.12E-34
Stam_chr2,-0.11,0.907128143,1,0.03,0.692517077,1,0.428219564,0.616933166,0.924627647,0.137793249,0.781814654,1
Stam2_chr2,0.18,0.373979224,0.596600574,-0.16,0.72045599,1,-0.809682213,0.013633563,0.040468614,-0.34068733,0.214014254,0.355035424
Stambp_chr6,0.33,0.034766223,0.078344519,-0.08,0.576023588,1,-0.552610503,0.007546381,0.024037539,-0.417599665,0.125732468,0.222336559
Stambpl1_chr19,-0.90,0.000806029,0.002591245,2.32,1.61E-07,3.61E-06,2.25168594,1.63E-10,2.26E-09,3.219163835,1.36E-15,1.07E-14
Stap1_chr5,-2.22,5.2484E-11,4.4499E-10,1.11,0.001629658,0.013335651,2.819837323,5.20E-16,1.48E-14,3.327258023,2.94E-19,2.97E-18
Star_chr8,-0.14,0.922998181,1,0.62,0.10890209,0.356713822,0.12883509,0.105469884,0.233284488,0.758737922,0.089803929,0.164723229
Stard10_chr7,1.69,4.3201E-10,3.3212E-09,-0.43,0.607834091,1,-0.159406084,0.177857729,0.357190945,-2.118102379,1.93E-11,1.10E-10
Stard13_chr5,2.36,1.2260E-18,2.3146E-17,0.23,0.514680598,0.95005378,-1.433867194,2.41E-09,2.79E-08,-2.129774408,9.51E-21,1.06E-19
Stard3_chr11,-0.46,0.033689418,0.076132056,0.17,0.600804755,1,0.060959308,0.337734327,0.599247654,0.62812098,0.008520213,0.019201876
Stard3nl_chr13,-1.44,2.5959E-14,3.1017E-13,-0.17,0.486236642,0.922460371,0.522121971,0.009748288,0.030098341,1.274283351,5.19E-12,3.10E-11
Stard4_chr18,1.97,1.3342E-10,1.0876E-09,-0.76,0.001741471,0.014067359,-1.376158285,5.43E-06,3.55E-05,-2.730337125,7.51E-20,7.91E-19
Stard5_chr7,1.09,3.4285E-09,2.3856E-08,-0.19,0.828540063,1,-0.202953807,0.592914777,0.8961221,-1.27046289,9.90E-10,4.91E-09
Stard6_chr18,-1.71,0.002027089,0.006052101,1.12,0.061616845,0.236221622,0.437488292,0.023733041,0.065521011,2.830966947,5.32E-06,1.86E-05
Stard7_chr2,1.06,2.0052E-08,1.2750E-07,-0.30,0.120503845,0.381696792,-0.777059486,8.86E-05,0.000451306,-1.355834845,1.30E-12,8.13E-12
Stard8_chrX,0.29,0.899220768,1,0.76,0.265607672,0.642297013,0.368671774,0.141731157,0.298231596,0.471485365,0.32569671,0.510534976
Stat1_chr1,0.33,0.71070395,0.969634836,0.75,0.00046302,0.004590007,-0.038929028,0.383296032,0.662093042,0.424521708,0.001713117,0.004332192
Stat2_chr10,0.04,0.77210655,1,0.85,0.001381035,0.011641368,0.523351749,0.003687261,0.012755572,0.813374227,0.00358294,0.008572792
Stat3_chr11,0.66,0.00026533,0.000933717,0.73,0.000967152,0.008684935,0.070791405,0.971078,1,0.070605237,0.729089986,0.991170008
Stat4_chr1,-0.12,0.031708457,0.072076096,1.29,0.002327713,0.017912596,1.06960992,0.000436012,0.001905044,1.415942517,5.71E-07,2.20E-06
Stat5a_chr11,0.07,0.361854534,0.580896171,-0.16,0.415218394,0.835035954,-0.65808543,0.016061434,0.046757826,-0.230446948,0.085451703,0.157673488
Stat5b_chr11,0.74,0.000621624,0.002039031,-0.34,0.027253885,0.129029684,-1.036527576,9.08E-06,5.72E-05,-1.071866437,2.56E-08,1.12E-07
Stat6_chr10,0.78,0.000448559,0.00151058,0.13,0.779327232,1,-0.405923291,0.4646294,0.773328601,-0.654735998,0.001262701,0.003252264
Stau1_chr2,0.64,9.05E-05,0.000345225,-0.21,0.555157618,0.982625323,-0.73344511,9.95E-05,0.000500274,-0.852332015,7.22E-06,2.49E-05
Stau2_chr1,0.18,0.132689758,0.251116447,-0.18,0.886664893,1,-0.839898365,0.000401729,0.001770898,-0.363269281,0.187159971,0.314937205
Stbd1_chr5,2.52,3.8528E-30,2.0536E-28,0.13,0.715612472,1,0.127847595,0.897262596,1,-2.383411202,1.42E-28,2.78E-27
Stc1_chr14,-1.68,0.130610098,0.247563712,2.83,0.002594318,0.019526618,4.222888633,3.44E-06,2.34E-05,4.504354793,2.61E-05,8.46E-05
Stc2_chr11,-4.39,5.9417E-31,3.3516E-29,0.95,0.241102722,0.604838866,2.347563564,8.51E-08,7.68E-07,5.344574947,5.16E-31,1.20E-29
Steap1_chr5,0.03,0.180851791,0.325788359,0.19,0.718167883,1,-0.315163651,0.285542179,0.523186866,0.16096826,0.08534954,0.157509991
Steap2_chr5,0.73,0.02202788,0.052163026,1.34,0.017836627,0.093235088,0.340667827,0.344426947,0.60861331,0.610224023,0.929061338,1
Steap3_chr1,1.51,6.9083E-15,8.7160E-14,-1.02,1.54E-06,2.85E-05,-2.302618856,3.38E-27,2.99E-25,-2.526973032,1.18E-33,3.24E-32
Steap4_chr5,1.06,3.5531E-07,1.9279E-06,1.84,1.60E-19,2.74E-17,0.830820671,3.68E-07,2.99E-06,0.780081431,3.03E-05,9.76E-05
Stfa1_chr16,-4.46,1.5276E-15,2.1067E-14,0.45,1,1,3.232158481,0.001021809,0.004079512,4.916895987,3.30E-13,2.16E-12
Stfa2_chr16,-2.23,1.3267E-04,4.9275E-04,0.86,1,1,0,0.036115104,0.093757264,3.086423357,0.000153026,0.000451997
Stfa2l1_chr16,-2.16,1.9658E-08,1.2513E-07,3.16,2.20E-06,3.94E-05,5.837815425,2.34E-20,1.05E-18,5.323634882,4.14E-19,4.14E-18
Stfa3_chr16,-2.01,0.002364993,0.006983166,0.00,1,1,3.688368041,0.005933647,0.019444157,2.011500237,0.007311194,0.016656422
Stil_chr4,-3.32,7.3032E-10,5.4697E-09,1.90,5.92E-05,0.000744024,0.857821985,0.000841884,0.00343795,5.218818541,5.41E-19,5.37E-18
Stim1_chr7,0.49,0.102568097,0.201409597,-0.25,0.074933956,0.273729194,-1.579359264,1.93E-05,0.000113507,-0.735388894,0.000702054,0.001877313
Stim2_chr5,-0.32,0.125025149,0.238494148,0.15,0.419600151,0.839735587,0.877989428,0.001027743,0.004101669,0.470187443,0.019862122,0.041940371
Stip1_chr19,0.05,0.84719256,1,-0.98,2.29E-05,0.000325533,-0.490270388,0.042892342,0.108645018,-1.034837615,5.24E-05,0.00016392
Stk10_chr11,-1.22,7.0945E-08,4.2157E-07,1.99,2.43E-10,8.88E-09,2.047527578,5.49E-17,1.73E-15,3.205497998,5.76E-28,1.08E-26
Stk11_chr10,0.34,0.034765895,0.078344519,-0.17,0.803990988,1,-0.225989798,0.23195395,0.443525572,-0.507114418,0.018547253,0.039364215
Stk11ip_chr1,-0.41,0.042381457,0.093315496,0.65,0.043503997,0.182800393,0.116158916,0.058779469,0.142250845,1.067883618,6.38E-05,0.00019776
Stk16_chr1,0.65,0.000281538,0.000985087,-0.54,0.04002646,0.171658044,-0.091904842,0.419386836,0.713473643,-1.193280084,1.81E-08,8.08E-08
Stk17b_chr1,-2.09,1.4165E-23,4.3603E-22,1.10,7.12E-05,0.000877899,3.542542924,4.01E-48,2.52E-45,3.185868446,9.55E-40,4.09E-38
Stk19_chr17,-0.60,0.008792654,0.022900514,0.29,0.138459595,0.419859209,1.767403777,3.26E-11,4.96E-10,0.891143862,4.86E-05,0.000152671
Stk24_chr14,-1.99,1.3962E-18,2.6189E-17,-0.01,0.368684459,0.77344528,-0.048058519,0.53784633,0.853269759,1.980468286,1.87E-15,1.45E-14
Stk25_chr1,0.28,0.10498751,0.205466082,0.01,0.986909096,1,0.241072198,0.104806773,0.232038621,-0.268456455,0.102366746,0.184963705
Stk3_chr15,0.27,0.302982545,0.502376879,0.31,0.331986002,0.729239574,-0.583022207,0.12206817,0.263623078,0.034563622,0.964018452,1
Stk31_chr6,0.00,0.549233828,0.797485369,0.00,1,1,0,1,1,0,0.549233828,0.789530729
Stk32a_chr18,-1.02,1,1,0.00,1,1,0,1,1,1.018392408,0.657428961,0.910527357
Stk32b_chr5,-0.16,1,1,0.86,1,1,0,0.535602759,0.850788026,1.018392408,1,1
Stk32c_chr7,0.73,0.4819544,0.734322445,1.65,0.038073823,0.165761643,1.046439492,0.001637003,0.006220396,0.922898693,0.176667874,0.299581276
Stk33_chr7,-1.41,0.019850437,0.047549389,0.00,1,1,0,1,1,1.406537506,0.053232223,0.102602406
Stk35_chr2,-0.05,0.755929242,1,0.31,0.751960744,1,-0.027606829,0.521317617,0.839945781,0.367776575,0.996366961,1
Stk36_chr1,-1.39,3.0146E-03,8.6942E-03,0.02,0.942525344,1,-0.452455933,0.104048654,0.230696919,1.405319186,0.00314891,0.007600028
Stk38_chr17,-0.33,0.082014854,0.165919132,0.36,0.355312241,0.755623763,0.397268795,0.043671157,0.110221295,0.69308424,0.007928947,0.017949419
Stk38l_chr6,1.43,7.6386E-15,9.5905E-14,0.37,0.015492951,0.083442915,-0.221746343,0.376000807,0.651551556,-1.059757471,6.93E-08,2.93E-07
Stk39_chr2,-0.46,0.006272709,0.016950902,0.82,0.001983925,0.01567712,0.781387949,0.000587659,0.002496289,1.28198877,1.33E-08,6.01E-08
Stk4_chr2,-1.31,5.9748E-12,5.6057E-11,0.21,0.953564896,1,-0.037762919,0.961707125,1,1.523455189,1.17E-11,6.79E-11
Stk40_chr4,0.76,5.65E-05,0.000223266,-0.67,0.000241126,0.002582373,-0.67232704,0.002492382,0.009038649,-1.42995422,3.87E-14,2.73E-13
Stmn1_chr4,-2.28,1.4153E-26,5.4009E-25,1.14,0.000189983,0.002104478,1.486314994,3.59E-07,2.92E-06,3.423965027,4.60E-42,2.30E-40
Stmn2_chr3,-2.00,0.00037721,0.001288224,1.60,0.449844577,0.879332827,3.245607588,0.058085246,0.140731976,3.594943336,4.82E-05,0.000151591
Stmn3_chr2,0.52,1,1,1.44,0.566669397,0.993017401,2.6221372,0.114062987,0.249184417,0.928269648,0.566669397,0.803501939
Stmn4_chr14,-2.42,6.75E-05,0.000262683,0.45,1,1,1.354781333,0.076787401,0.178614672,2.868715471,0.000698592,0.001868917
Stom_chr2,1.81,1.5361E-15,2.1149E-14,0.14,0.470069706,0.903516663,-1.613756413,7.91E-13,1.50E-11,-1.674734247,3.08E-13,2.02E-12
Stoml1_chr9,-0.79,0.002149682,0.006388569,0.37,0.11953988,0.379782201,0.265858175,0.041735707,0.105957815,1.168017663,5.43E-06,1.90E-05
Stoml2_chr4,0.60,0.012601985,0.031719933,-0.67,0.011112544,0.064402876,-0.45601965,0.011705083,0.035494014,-1.267612982,6.06E-07,2.33E-06
Stoml3_chr3,-1.02,0.553704019,0.797485369,0.00,1,1,0,1,1,1.018392408,1,1
Ston1_chr17,0.58,0.125572584,0.23932318,-1.60,0.001514354,0.012573627,-3.443607694,3.86E-05,0.000212488,-2.175578272,5.05E-06,1.77E-05
Ston2_chr12,0.11,0.268367338,0.454151092,-0.31,0.234532919,0.59404252,-0.687034599,0.009807973,0.030262518,-0.429464477,0.022510397,0.046914325
Stox1_chr10,0.03,0.265315314,0.449969197,-1.09,0.010237197,0.06026156,-1.249292305,0.320770826,0.574720558,-1.118862333,0.131193385,0.231049884
Stox2_chr8,-3.72,1.95E-35,1.62E-33,1.12,0.003349119,0.024074707,1.621679857,8.80E-06,5.56E-05,4.837654582,1.47E-45,9.20E-44
Stra13_chr11,0.53,0.124009047,0.236770477,-0.27,0.833459534,1,-0.07341024,0.494545457,0.81321987,-0.803909996,0.081110173,0.150426975
Stra6_chr9,-3.06,5.45E-08,3.28E-07,0.00,1,1,0,1,1,3.058917584,1.22E-05,4.11E-05
Stra8_chr6,-0.45,0.145645539,0.272309118,1.36,0.271952308,0.651094389,2.772615774,0.005656892,0.018629188,1.810338271,0.009323672,0.020889052
Strada_chr11,-1.11,4.7846E-06,2.2248E-05,1.24,0.007926737,0.048993983,0.982670056,0.000443033,0.001932447,2.348343282,3.95E-12,2.39E-11
Stradb_chr1,1.49,1.1953E-16,1.8507E-15,-0.15,0.894722084,1,-0.831072223,4.05E-05,0.000222029,-1.646831018,5.33E-17,4.62E-16
Strap_chr6,0.28,0.14780392,0.275789892,-0.03,0.947484881,1,0.138751862,0.808914344,1,-0.315267745,0.130696016,0.230261194
Strbp_chr2,0.12,0.621354883,0.871103787,0.17,0.665824167,1,0.036053288,0.671001476,0.989283405,0.046458487,0.954692475,1
Strc_chr2,-1.36,0.002370767,0.006996398,2.17,0.089043361,0.309739216,0,0.28016741,0.515280991,3.531633826,0.000167051,0.000490556
Strn_chr17,0.12,0.876847425,1,-0.29,0.035843207,0.158514963,-0.968023356,0.013563286,0.040308281,-0.407446651,0.024560458,0.050673388
Strn3_chr12,-0.54,0.035352161,0.079549208,0.40,0.518762624,0.953499161,0.822967803,0.008822428,0.027554526,0.948276259,0.006195928,0.01426383
Strn4_chr7,0.00,0.898440396,1,-0.16,0.384048079,0.79462247,-0.213844482,0.856589123,1,-0.166286413,0.317998155,0.500357286
Stt3a_chr9,0.37,0.08675102,0.174116393,-0.65,0.013767948,0.07621072,-0.861323423,2.89E-05,0.000164101,-1.015868382,3.28E-05,0.000105146
Stt3b_chr9,-0.26,0.474165841,0.724640899,-0.39,0.153928319,0.451032875,-0.467647462,0.002638133,0.009506209,-0.130476225,0.476812419,0.7061216
Stub1_chr17,0.35,0.021220684,0.05046363,-0.27,0.516880235,0.951921441,-0.067156203,0.59019992,0.893450113,-0.617197864,0.003239491,0.007806489
Stx11_chr10,-0.47,0.003607674,0.010229666,2.56,2.76E-08,7.04E-07,3.61999691,1.66E-19,6.88E-18,3.029312352,1.05E-15,8.30E-15
Stx12_chr4,-0.20,0.174948677,0.317071454,0.42,0.230281713,0.586273285,0.359606666,0.048053791,0.11953014,0.614343002,0.010989476,0.024323373
Stx16_chr2,-1.31,1.6388E-08,1.0524E-07,1.05,0.000375265,0.003813744,1.251029637,7.78E-10,9.68E-09,2.364926102,4.29E-19,4.29E-18
Stx17_chr4,0.26,0.068478269,0.141851768,0.08,0.849762793,1,-0.455261885,0.156945368,0.323122816,-0.181025028,0.105124911,0.189446568
Stx18_chr5,0.18,0.074323725,0.152452195,-1.05,1.42E-05,0.000212262,-0.601687117,0.003366009,0.011773939,-1.236905382,1.26E-09,6.19E-09
Stx19_chr16,0.00,1,1,0.00,1,1,0,1,1,0,1,1
Stx1a_chr5,-1.35,1.2970E-04,4.8283E-04,1.04,0.092892572,0.318833759,1.890450043,5.25E-06,3.45E-05,2.39254869,2.09E-07,8.41E-07
Stx1b_chr7,1.99,8.8569E-11,7.3591E-10,-2.03,9.96E-06,0.000154279,-4.031739234,3.03E-14,6.84E-13,-4.016918433,1.63E-23,2.20E-22
Stx2_chr5,-0.99,1.64E-06,8.12E-06,-0.31,0.228141561,0.582638448,-0.350345054,0.446596293,0.748730188,0.680292691,0.000367685,0.001023477
Stx3_chr19,-0.09,0.777720936,1,0.11,0.263558179,0.639362431,0.511381921,0.024036327,0.066165029,0.203490722,0.161724135,0.278013825
Stx4a_chr7,-0.77,0.002108741,0.00627653,-0.11,0.605694684,1,0.553630588,0.012210279,0.036833706,0.663948995,0.010578884,0.023468239
Stx5a_chr19,0.25,0.095868213,0.19011667,-0.47,0.041356268,0.175771704,0.274893628,0.179998663,0.360929157,-0.719588727,0.00022594,0.000650019
Stx6_chr1,-0.61,0.000273478,0.000959486,-0.14,0.385703664,0.79699059,-0.393938641,0.270374307,0.50123635,0.469413408,0.006188919,0.014250517
Stx7_chr10,-2.28,6.6463E-33,4.4385E-31,0.46,0.06460076,0.244777844,1.203332882,3.57E-08,3.42E-07,2.735408754,2.07E-41,9.96E-40
Stx8_chr11,0.18,0.336714297,0.547143076,-0.22,0.720580046,1,-0.03029921,0.71488015,1,-0.399278324,0.188967955,0.317703485
Stxbp1_chr2,0.40,0.145122442,0.271483986,0.73,0.038226404,0.16595958,0.913927614,0.001347599,0.005227541,0.334515234,0.531362484,0.772093544
Stxbp2_chr8,0.13,0.708880651,0.96780482,0.25,0.248356861,0.616788897,0.31790366,0.040492422,0.103309243,0.11236626,0.434546339,0.6509512
Stxbp3a_chr3,0.20,0.325562643,0.533385119,0.31,0.082548272,0.293650977,-0.139415349,0.445465425,0.747859314,0.110195134,0.448612414,0.669519169
Stxbp4_chr11,0.25,0.076267838,0.155862165,0.21,0.971700467,1,-0.056272988,0.627280776,0.937371736,-0.046105301,0.078660401,0.146303939
Stxbp5_chr10,0.45,0.12564697,0.239445313,0.42,0.861161687,1,-0.001780569,0.402870189,0.6904069,-0.033733477,0.179564537,0.303938808
Stxbp5l_chr16,-1.13,1,1,-0.65,0.050700096,0.204738527,-1.269339825,0.000243735,0.001127019,0.483593505,0.051823702,0.100162159
Stxbp6_chr12,1.28,3.7518E-08,2.3000E-07,-0.12,0.764146422,1,-0.829981506,0.015066814,0.044211206,-1.400378253,9.14E-09,4.19E-08
Styk1_chr6,1.53,0.640837416,0.892762351,2.47,0.010827878,0.063020255,5.373949267,3.41E-09,3.87E-08,0.938861704,0.047294085,0.092303791
Styx_chr14,-0.31,0.1448279,0.271063896,1.21,4.88E-07,9.96E-06,1.650900536,7.31E-10,9.15E-09,1.515160998,1.33E-10,7.09E-10
Styxl1_chr5,-3.11,4.14E-06,1.94E-05,0.00,0.803044173,1,-0.478182214,1,1,3.10893407,5.18E-06,1.82E-05
Sub1_chr15,-1.00,1.00E-06,5.14E-06,-0.10,0.745377445,1,0.13953751,0.590873849,0.893888052,0.894047167,2.01E-07,8.09E-07
Sucla2_chr14,1.08,7.9348E-08,4.6815E-07,-0.87,0.00013925,0.001584025,-0.488528765,0.000640979,0.002700573,-1.950154633,3.24E-19,3.26E-18
Suclg1_chr6,1.63,1.2422E-15,1.7318E-14,-0.80,0.004012638,0.028080009,-1.099679468,7.53E-09,8.05E-08,-2.423923407,3.12E-26,5.08E-25
Suclg2_chr6,1.78,3.5754E-15,4.6866E-14,-0.14,0.822744325,1,-0.412194504,0.005923594,0.019413952,-1.920055603,1.85E-14,1.34E-13
Sucnr1_chr3,3.66,1.1704E-40,1.2830E-38,-1.65,1.21E-05,0.000183441,-2.24337854,3.56E-16,1.03E-14,-5.308915923,2.93E-60,4.51E-58
Suds3_chr5,0.92,4.60E-07,2.46E-06,-0.26,0.38245189,0.792667612,-0.286437761,0.041815738,0.10610304,-1.178625242,4.03E-09,1.90E-08
Sufu_chr19,-0.14,0.762951152,1,0.11,0.959357814,1,-1.179053581,0.015262776,0.044695932,0.249747543,0.839222578,1
Sugp1_chr8,-0.29,0.244641004,0.419931822,0.03,0.701149749,1,-0.392421546,0.146759773,0.306744953,0.323466282,0.12346123,0.218825426
Sugp2_chr8,-0.18,0.521510106,0.78213054,0.15,0.627671853,1,-0.202959735,0.178721427,0.358739503,0.327985683,0.261276689,0.42387925
Sugt1_chr14,0.23,0.638511214,0.890162004,-0.30,0.503948314,0.941745692,-0.315723252,0.135994902,0.288763958,-0.532300483,0.25557742,0.415735931
Sulf1_chr1,-1.63,1.4985E-06,7.4714E-06,0.87,0.680408356,1,0.380710741,0.915721551,1,2.506100709,3.43E-07,1.35E-06
Sulf2_chr2,-0.06,0.52654547,0.787801243,-0.59,0.02101529,0.105713276,-2.810189871,3.76E-26,2.99E-24,-0.524663088,0.093386366,0.170553961
Sult1a1_chr7,-1.05,2.8638E-05,1.1832E-04,-0.44,0.102498499,0.342250735,-0.281667495,0.139365613,0.294414767,0.6051574,0.009762137,0.021799948
Sult1b1_chr5,1.03,9.3340E-07,4.7981E-06,-0.79,0.065777623,0.248161032,-0.610658058,0.013576253,0.040336502,-1.818497936,2.85E-11,1.61E-10
Sult1c1_chr17,0.45,1,1,0.45,1,1,0,1,1,0,0.542423947,0.783725172
Sult1c2_chr17,3.58,1.3904E-31,8.2433E-30,0.29,0.39065514,0.80343588,-0.051761343,0.077048785,0.179061377,-3.294282054,2.24E-27,4.02E-26
Sult1d1_chr5,0.25,0.101970092,0.200404646,-0.05,0.415332235,0.835192623,0.562215623,0.018761668,0.053440517,-0.295334438,0.412301905,0.62199911
Sult1e1_chr5,-10.47,8.9170E-145,5.1808E-141,0.65,0.002185477,0.017026648,5.96454223,6.63E-48,3.95E-45,11.12117394,1.32E-147,7.66E-144
Sult2a1_chr7,-5.95,9.5599E-28,4.0916E-26,1.27,0.439257835,0.86540491,0,0.040999045,0.10437925,7.221673755,1.75E-21,2.06E-20
Sult2a2_chr7,-8.97,6.2075E-61,1.7593E-58,-1.44,0.117807945,0.376492939,-1.43647769,0.005837597,0.019157087,7.536510675,2.79E-48,2.09E-46
Sult2a3_chr7,-1.85,0.004011568,0.011260881,0.00,1,1,0,1,1,1.850239564,0.016953124,0.03624902
Sult2a4_chr7,-4.54,1.00E-14,1.24E-13,0.00,1,1,0,1,1,4.54495443,3.19E-12,1.94E-11
Sult2a5_chr7,-6.14,1.0256E-26,3.9924E-25,0.00,1,1,0,1,1,6.138136171,3.67E-22,4.48E-21
Sult2a6_chr7,0.00,1,1,0.00,1,1,0,1,1,0,1,1
Sult2a7_chr7,5.33,6.9259E-23,2.0020E-21,0.68,0.022206388,0.110265675,1.53601479,0.002148467,0.007921685,-4.648695774,1.52E-15,1.19E-14
Sult2b1_chr7,-2.88,4.8989E-11,4.1582E-10,1.16,0.17047668,0.481160801,2.840204707,4.43E-05,0.000240834,4.04908896,3.95E-12,2.38E-11
Sult3a1_chr10,-5.40,2.0831E-10,1.6550E-09,1.59,0.006111067,0.039648577,1.354781333,0.094044954,0.211537431,6.984786167,2.81E-14,2.01E-13
Sult4a1_chr15,1.12,0.024173077,0.056665555,-0.38,0.593487541,1,1.09705061,0.201125135,0.3949578,-1.502451638,0.52679857,0.766996285
Sult5a1_chr8,3.59,5.3207E-10,4.0476E-09,-0.39,0.135394835,0.413914229,1.01897813,0.005897514,0.019336657,-3.983472038,4.82E-07,1.87E-06
Sult6b1_chr17,-2.48,1.28E-05,5.60E-05,2.31,0.57404687,1,2.902579807,0.012691096,0.038037279,4.784163253,1.40E-05,4.67E-05
Sumf1_chr6,-0.67,4.13E-05,0.000165957,0.13,0.696958018,1,-0.454396021,0.015140805,0.04439469,0.80346219,8.01E-06,2.74E-05
Sumf2_chr5,0.10,0.332915641,0.54203163,-0.54,0.42212008,0.842911492,-0.220183543,0.418160238,0.711944611,-0.638750247,0.077749365,0.14470211
Sumo1_chr1,-1.53,2.5125E-08,1.5760E-07,0.60,0.015406866,0.083090556,1.968535577,1.22E-08,1.26E-07,2.134516451,8.18E-15,6.08E-14
Sumo2_chr11,-1.11,3.6726E-07,1.9910E-06,0.47,0.010559646,0.061706355,1.450859641,4.26E-07,3.41E-06,1.581682071,6.54E-14,4.52E-13
Sumo3_chr10,-0.10,0.60824608,0.855979102,-0.43,0.006985688,0.044188182,-0.929535557,1.23E-07,1.09E-06,-0.336976819,0.028655459,0.058416919
Sun1_chr5,0.20,0.21995805,0.384752753,-0.08,0.953668733,1,-0.505833413,0.18246709,0.365122711,-0.289368602,0.249206506,0.406653503
Sun2_chr15,0.06,0.770325172,1,-0.32,0.100595143,0.338130043,-1.127915787,3.02E-08,2.93E-07,-0.37901072,0.053244954,0.102613213
Sun3_chr11,1.62,3.1349E-05,1.2883E-04,0.97,0.329556014,0.726887066,-0.106550536,0.488707455,0.805500799,-0.655193539,0.010690278,0.023704041
Sun5_chr2,0.00,1,1,0.00,1,1,0,1,1,0,1,1
Suox_chr10,2.40,1.0007E-27,4.2752E-26,-1.47,1.69E-07,3.76E-06,-2.638849221,5.46E-26,4.25E-24,-3.86832414,3.12E-52,3.10E-50
Supt7l_chr5,0.11,0.61209753,0.860305206,-0.34,0.172955797,0.485821211,-0.745427397,0.000269827,0.001239528,-0.456042062,0.062031794,0.118088049
Supv3l1_chr10,0.50,0.005675146,0.015491001,-0.32,0.16734544,0.475164151,-0.412300706,0.017138656,0.049484702,-0.820750461,3.88E-05,0.000123352
Surf2_chr2,0.12,0.871246022,1,0.45,0.03283655,0.149198124,0.850360141,0.000109373,0.000545458,0.332528327,0.048711279,0.094756015
Surf4_chr2,1.11,7.5666E-08,4.4745E-07,-0.50,0.137540863,0.417891183,-0.860922321,3.82E-05,0.000210959,-1.611380615,1.05E-11,6.13E-11
Surf6_chr2,-0.27,0.105056141,0.205583085,-0.30,0.048388016,0.197817211,-0.028813802,0.968572192,1,-0.021690947,0.715051918,0.975452371
Susd1_chr4,0.31,0.094813852,0.188202419,-0.04,0.725293132,1,-0.672728592,0.119056277,0.258296106,-0.351672646,0.197622347,0.330603465
Susd2_chr10,-0.45,0.022770491,0.053713583,1.20,0.000250356,0.002672607,-0.251085746,0.073541333,0.172444816,1.658793493,8.38E-09,3.85E-08
Susd3_chr13,-3.28,6.8759E-30,3.5589E-28,2.60,6.72E-11,2.71E-09,2.18844731,1.04E-08,1.09E-07,5.876742705,6.93E-55,8.06E-53
Susd4_chr1,2.27,5.7934E-10,4.3799E-09,-1.47,0.003448302,0.024658014,-1.831505665,0.008329329,0.026229486,-3.736262277,8.03E-18,7.33E-17
Susd5_chr9,0.00,1,1,0.00,1,1,1.436888405,0.56179448,0.864402986,0,1,1
Suv39h1_chrX,-1.65,2.8617E-14,3.4053E-13,0.18,0.883960699,1,-0.172089258,0.52094656,0.839525557,1.8281568,1.77E-14,1.28E-13
Suv39h2_chr2,-1.94,1.8713E-10,1.4939E-09,-0.02,0.764793961,1,0.995179946,0.003837083,0.013205066,1.920916466,9.97E-11,5.38E-10
Suv420h1_chr19,0.29,0.221354249,0.387020219,0.28,0.873817069,1,-0.40367121,0.233839999,0.44653165,-0.01062384,0.290998583,0.463714144
Suv420h2_chr7,-1.28,2.9308E-07,1.6102E-06,0.55,0.33809637,0.737226463,1.075467412,1.43E-05,8.62E-05,1.833223425,1.84E-09,8.89E-09
Suz12_chr11,-1.02,1.5902E-06,7.8965E-06,0.22,0.440718643,0.86693048,0.025251975,0.661376442,0.977573524,1.241323494,3.24E-08,1.41E-07
Sv2a_chr3,-1.82,0.006285956,0.016974855,1.55,1,1,0.519159421,0.247444112,0.467338575,3.366170542,0.010146173,0.022603246
Sv2b_chr7,-1.30,0.008191658,0.021494201,0.00,1,1,0,1,1,1.30341634,0.020150269,0.042460083
Sv2c_chr13,0.33,0.395998084,0.625756135,-0.18,0.831852059,1,-0.404060586,0.849343145,1,-0.507937218,0.74196198,1
Sva_chr6,0.54,0.104428798,0.204534594,0.54,0.172752573,0.485344511,0,1,1,0,1,1
Sval1_chr6,0.00,1,1,0.00,1,1,0,1,1,0,1,1
